Timestamp,RecipeId,JobId,RunId,Active_State_General_StaOperatingState,Name,Text,Severity,Active_ActProcVal_All_MainDrive_ActSpeed,Active_ActProcVal_All_MainDrive_ActTorquePercent,Active_ActProcVal_All_MainDrive_ActThroughput,Active_ActProcVal_All_MainDrive_ActPower,Active_ActProcVal_All_MainDrive_ActSME,Active_ActProcVal_All_Endplate_ActPressure
2025-12-15T21:23:26.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:27.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:28.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:29.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:30.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:31.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:32.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:33.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:34.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:35.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T21:23:36.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,3.0,,,,7.74,9.32,8.38,9.13,8.45,11.86
2025-12-15T21:23:37.948738,Recipe_C,91ac4007-7c79-408f-bd28-ae9ed25292b9,5,3.0,,,,8.97,9.18,7.15,8.72,11.4,10.68
