Timestamp,RecipeId,JobId,RunId,Active_State_General_StaOperatingState,Name,Text,Severity,Active_ActProcVal_All_MainDrive_ActSpeed,Active_ActProcVal_All_MainDrive_ActTorquePercent,Active_ActProcVal_All_MainDrive_ActThroughput,Active_ActProcVal_All_MainDrive_ActPower,Active_ActProcVal_All_MainDrive_ActSME,Active_ActProcVal_All_Endplate_ActPressure
2025-12-17T10:34:26.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:27.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:28.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:29.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:30.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:31.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:32.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:33.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:34.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:35.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:36.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:37.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:38.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:39.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:40.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:41.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:42.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:43.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:44.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:45.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:46.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:47.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:48.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:49.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17T10:34:50.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,12.05,11.82,10.54,10.98,7.16,11.44
2025-12-17T10:34:51.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,7.04,11.87,9.39,12.53,10.37,10.42
2025-12-17T10:34:52.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,11.17,9.05,10.77,10.49,11.8,9.04
2025-12-17T10:34:53.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,9.35,14.28,7.77,7.5,9.62,11.93
2025-12-17T10:34:54.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,13.22,7.47,10.74,9.98,12.68,7.47
2025-12-17T10:34:55.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,13.31,9.03,8.68,12.05,7.84,9.75
2025-12-17T10:34:56.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,8.69,9.93,14.45,11.37,6.88,8.99
2025-12-17T10:34:57.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,8.98,10.82,8.85,9.55,10.98,8.17
2025-12-17T10:34:58.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,10.72,10.93,9.2,8.98,12.0,11.81
2025-12-17T10:34:59.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,2.0,,,,11.72,8.52,9.11,11.81,11.12,12.12
2025-12-17T10:35:00.948738,Recipe_C,5cbad24a-7923-4766-93ce-efd7023b5fd8,24,4.0,,,,107.28,44.69,46.44,49.87,49.55,42.53
