timestamp,step_name,metric_a_value,metric_b_value,log_level,message
2025-12-08T13:03:51.219098,Initialization,93.78,35.28,INFO,Executing Initialization - processed chunk 16
2025-12-08T13:04:13.219098,Initialization,39.81,36.68,INFO,Executing Initialization - processed chunk 42
2025-12-08T13:04:28.219098,Initialization,87.74,16.34,INFO,Executing Initialization - processed chunk 4
2025-12-08T13:04:32.219098,Initialization,84.78,17.15,INFO,Executing Initialization - processed chunk 31
2025-12-08T13:04:44.219098,Initialization,90.52,26.26,INFO,Executing Initialization - processed chunk 8
2025-12-08T13:05:06.219098,Initialization,84.32,43.86,INFO,Executing Initialization - processed chunk 68
2025-12-08T13:05:10.219098,Initialization,83.74,40.76,INFO,Executing Initialization - processed chunk 44
2025-12-08T13:05:15.219098,Initialization,56.25,0.98,INFO,Executing Initialization - processed chunk 7
2025-12-08T13:05:35.219098,Initialization,86.99,28.87,INFO,Executing Initialization - processed chunk 30
2025-12-08T13:05:46.219098,Initialization,90.94,18.64,INFO,Executing Initialization - processed chunk 9
2025-12-08T13:06:07.219098,Initialization,81.52,47.26,INFO,Executing Initialization - processed chunk 15
2025-12-08T13:06:34.219098,Initialization,36.64,1.40,INFO,Executing Initialization - processed chunk 71
2025-12-08T13:06:45.219098,Initialization,15.66,11.81,INFO,Executing Initialization - processed chunk 15
2025-12-08T13:06:54.219098,Initialization,28.12,5.20,INFO,Executing Initialization - processed chunk 67
2025-12-08T13:06:55.219098,Data Fetching,72.63,36.19,INFO,Executing Data Fetching - processed chunk 85
2025-12-08T13:06:59.219098,Data Fetching,27.87,49.18,INFO,Executing Data Fetching - processed chunk 48
2025-12-08T13:07:38.219098,Data Fetching,75.20,4.58,INFO,Executing Data Fetching - processed chunk 71
2025-12-08T13:08:19.219098,Data Fetching,18.15,0.28,INFO,Executing Data Fetching - processed chunk 58
2025-12-08T13:09:21.219098,Data Fetching,25.42,25.14,INFO,Executing Data Fetching - processed chunk 89
2025-12-08T13:10:13.219098,Data Fetching,91.31,4.98,INFO,Executing Data Fetching - processed chunk 92
2025-12-08T13:10:46.219098,Data Fetching,18.63,10.90,INFO,Executing Data Fetching - processed chunk 1
2025-12-08T13:11:05.219098,Processing,39.84,33.13,INFO,Executing Processing - processed chunk 75
2025-12-08T13:11:29.219098,Processing,29.34,44.53,INFO,Executing Processing - processed chunk 54
2025-12-08T13:11:53.219098,Processing,1.85,9.29,INFO,Executing Processing - processed chunk 24
2025-12-08T13:12:01.219098,Processing,42.11,11.89,INFO,Executing Processing - processed chunk 9
2025-12-08T13:12:04.219098,Processing,45.20,48.72,INFO,Executing Processing - processed chunk 2
2025-12-08T13:12:07.219098,Processing,50.40,14.94,INFO,Executing Processing - processed chunk 78
2025-12-08T13:12:38.219098,Processing,75.52,44.80,INFO,Executing Processing - processed chunk 98
2025-12-08T13:12:53.219098,Processing,28.74,10.81,INFO,Executing Processing - processed chunk 38
2025-12-08T13:13:18.219098,Validation,58.17,23.12,INFO,Executing Validation - processed chunk 93
2025-12-08T13:13:20.219098,Validation,90.38,40.67,INFO,Executing Validation - processed chunk 32
2025-12-08T13:13:49.219098,Validation,32.13,49.20,INFO,Executing Validation - processed chunk 38
2025-12-08T13:13:55.219098,Validation,69.49,2.39,INFO,Executing Validation - processed chunk 30
2025-12-08T13:14:20.219098,Validation,67.47,32.51,INFO,Executing Validation - processed chunk 35
2025-12-08T13:14:23.219098,Validation,42.05,34.54,INFO,Executing Validation - processed chunk 12
2025-12-08T13:14:27.219098,Validation,61.32,3.03,INFO,Executing Validation - processed chunk 62
2025-12-08T13:14:30.219098,Validation,68.70,11.18,INFO,Executing Validation - processed chunk 39
2025-12-08T13:14:48.219098,Validation,92.13,40.68,INFO,Executing Validation - processed chunk 24
2025-12-08T13:14:53.219098,Validation,45.28,35.17,INFO,Executing Validation - processed chunk 96
2025-12-08T13:15:26.219098,Validation,45.44,15.60,INFO,Executing Validation - processed chunk 41
2025-12-08T13:15:45.219098,Archiving,90.03,11.18,INFO,Executing Archiving - processed chunk 15
2025-12-08T13:15:57.219098,Archiving,49.34,19.18,INFO,Executing Archiving - processed chunk 89
2025-12-08T13:16:20.219098,Archiving,67.11,18.39,INFO,Executing Archiving - processed chunk 1
2025-12-08T13:16:32.219098,Archiving,79.75,42.40,INFO,Executing Archiving - processed chunk 62
2025-12-08T13:16:54.219098,Archiving,13.38,46.42,INFO,Executing Archiving - processed chunk 38
2025-12-08T13:17:24.219098,Archiving,22.07,33.00,INFO,Executing Archiving - processed chunk 56
2025-12-08T13:18:03.219098,Archiving,71.43,38.99,INFO,Executing Archiving - processed chunk 37
2025-12-08T13:18:27.219098,Archiving,95.91,46.02,INFO,Executing Archiving - processed chunk 73
2025-12-08T13:18:50.219098,Archiving,44.16,29.97,INFO,Executing Archiving - processed chunk 7
2025-12-08T13:19:20.219098,Archiving,70.05,21.05,INFO,Executing Archiving - processed chunk 5
2025-12-08T13:19:22.219098,Archiving,50.44,9.20,INFO,Executing Archiving - processed chunk 74
