timestamp,step_name,metric_a_value,metric_b_value,log_level,message
2025-12-15T13:03:47.219098,Initialization,10.89,1.91,ERROR,Executing Initialization - processed chunk 31
2025-12-15T13:04:19.219098,Initialization,46.53,40.73,INFO,Executing Initialization - processed chunk 51
2025-12-15T13:04:37.219098,Initialization,5.15,13.95,INFO,Executing Initialization - processed chunk 61
2025-12-15T13:05:08.219098,Initialization,67.96,7.80,INFO,Executing Initialization - processed chunk 41
2025-12-15T13:05:14.219098,Initialization,52.75,3.83,INFO,Executing Initialization - processed chunk 72
2025-12-15T13:05:25.219098,Initialization,8.32,18.75,INFO,Executing Initialization - processed chunk 71
2025-12-15T13:06:03.219098,Initialization,7.25,19.69,INFO,Executing Initialization - processed chunk 35
2025-12-15T13:06:08.219098,Initialization,59.47,25.39,INFO,Executing Initialization - processed chunk 36
2025-12-15T13:06:38.219098,Initialization,70.49,20.96,INFO,Executing Initialization - processed chunk 86
2025-12-15T13:06:57.219098,Initialization,67.62,32.87,INFO,Executing Initialization - processed chunk 24
2025-12-15T13:07:18.219098,Initialization,33.04,0.68,INFO,Executing Initialization - processed chunk 45
2025-12-15T13:07:53.219098,Data Fetching,11.33,8.25,INFO,Executing Data Fetching - processed chunk 6
2025-12-15T13:07:56.219098,Data Fetching,76.25,14.66,INFO,Executing Data Fetching - processed chunk 84
2025-12-15T13:08:12.219098,Data Fetching,66.86,10.55,INFO,Executing Data Fetching - processed chunk 70
2025-12-15T13:08:55.219098,Data Fetching,83.30,5.23,INFO,Executing Data Fetching - processed chunk 41
2025-12-15T13:09:22.219098,Data Fetching,17.10,27.49,INFO,Executing Data Fetching - processed chunk 84
2025-12-15T13:10:01.219098,Data Fetching,51.01,27.23,INFO,Executing Data Fetching - processed chunk 27
2025-12-15T13:10:25.219098,Data Fetching,24.69,22.17,INFO,Executing Data Fetching - processed chunk 15
2025-12-15T13:10:47.219098,Data Fetching,45.68,49.89,INFO,Executing Data Fetching - processed chunk 80
2025-12-15T13:10:52.219098,Data Fetching,35.59,1.46,INFO,Executing Data Fetching - processed chunk 71
2025-12-15T13:11:20.219098,Processing,25.33,45.27,INFO,Executing Processing - processed chunk 7
2025-12-15T13:11:40.219098,Processing,67.91,7.36,INFO,Executing Processing - processed chunk 7
2025-12-15T13:11:52.219098,Processing,61.70,42.00,INFO,Executing Processing - processed chunk 83
2025-12-15T13:12:34.219098,Processing,8.64,18.14,INFO,Executing Processing - processed chunk 18
2025-12-15T13:13:25.219098,Processing,91.02,36.89,ERROR,Executing Processing - processed chunk 3
2025-12-15T13:13:28.219098,Processing,69.88,36.20,INFO,Executing Processing - processed chunk 16
2025-12-15T13:13:31.219098,Processing,12.91,44.43,ERROR,Executing Processing - processed chunk 47
2025-12-15T13:13:36.219098,Processing,97.49,24.09,INFO,Executing Processing - processed chunk 58
2025-12-15T13:14:02.219098,Validation,61.18,39.58,INFO,Executing Validation - processed chunk 66
2025-12-15T13:14:20.219098,Validation,60.85,32.55,ERROR,Executing Validation - processed chunk 25
2025-12-15T13:14:27.219098,Validation,62.38,6.64,INFO,Executing Validation - processed chunk 67
2025-12-15T13:14:42.219098,Validation,58.81,7.28,ERROR,Executing Validation - processed chunk 13
2025-12-15T13:15:02.219098,Validation,26.97,41.07,INFO,Executing Validation - processed chunk 85
2025-12-15T13:15:33.219098,Validation,87.90,1.91,INFO,Executing Validation - processed chunk 26
2025-12-15T13:15:40.219098,Validation,57.11,3.40,INFO,Executing Validation - processed chunk 68
2025-12-15T13:16:03.219098,Validation,40.91,17.99,ERROR,Executing Validation - processed chunk 45
2025-12-15T13:16:32.219098,Validation,80.63,32.00,ERROR,Executing Validation - processed chunk 57
2025-12-15T13:16:33.219098,Validation,12.62,10.42,INFO,Executing Validation - processed chunk 58
2025-12-15T13:16:52.219098,Validation,44.32,9.61,INFO,Executing Validation - processed chunk 82
2025-12-15T13:16:57.219098,Validation,87.02,34.54,INFO,Executing Validation - processed chunk 33
2025-12-15T13:17:13.219098,Validation,34.65,47.28,INFO,Executing Validation - processed chunk 89
2025-12-15T13:17:23.219098,Archiving,37.13,16.66,INFO,Executing Archiving - processed chunk 1
2025-12-15T13:17:38.219098,Archiving,78.74,29.79,INFO,Executing Archiving - processed chunk 91
2025-12-15T13:17:50.219098,Archiving,99.57,49.43,INFO,Executing Archiving - processed chunk 19
2025-12-15T13:18:16.219098,Archiving,22.43,11.58,INFO,Executing Archiving - processed chunk 81
2025-12-15T13:18:49.219098,Archiving,97.40,11.90,INFO,Executing Archiving - processed chunk 35
2025-12-15T13:19:11.219098,Archiving,41.19,28.51,INFO,Executing Archiving - processed chunk 44
2025-12-15T13:19:35.219098,Archiving,39.20,1.03,INFO,Executing Archiving - processed chunk 35
2025-12-15T13:19:58.219098,Archiving,96.30,16.08,INFO,Executing Archiving - processed chunk 67
2025-12-15T13:20:09.219098,Archiving,13.59,13.74,INFO,Executing Archiving - processed chunk 69
2025-12-15T13:20:21.219098,Archiving,45.92,31.51,INFO,Executing Archiving - processed chunk 40
2025-12-15T13:20:26.219098,Archiving,86.16,18.81,ERROR,Executing Archiving - processed chunk 67
2025-12-15T13:20:56.219098,Archiving,61.69,29.45,INFO,Executing Archiving - processed chunk 86
2025-12-15T13:21:24.219098,Archiving,71.34,19.55,INFO,Executing Archiving - processed chunk 23
