Timestamp,RecipeId,JobId,RunId,Active_State_General_StaOperatingState,Name,Text,Severity,Active_ActProcVal_All_MainDrive_ActSpeed,Active_ActProcVal_All_MainDrive_ActTorquePercent,Active_ActProcVal_All_MainDrive_ActThroughput,Active_ActProcVal_All_MainDrive_ActPower,Active_ActProcVal_All_MainDrive_ActSME,Active_ActProcVal_All_Endplate_ActPressure
2025-12-15T20:56:54.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:56:55.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:56:56.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:56:57.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:56:58.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:56:59.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:57:00.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:57:01.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:57:02.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:57:03.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15T20:57:04.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,3.0,,,,10.14,11.73,7.72,9.35,11.2,10.3
2025-12-15T20:57:05.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,3.0,,,,11.31,9.7,10.03,8.96,10.1,10.01
2025-12-15T20:57:06.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,3.0,,,,10.07,7.49,10.74,11.51,10.22,10.9
2025-12-15T20:57:07.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,3.0,,,,11.07,8.98,11.31,14.48,12.19,11.11
2025-12-15T20:57:08.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,3.0,,,,9.54,9.32,11.09,12.38,8.43,9.13
2025-12-15T20:57:09.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,11.55,11.4,8.66,10.59,9.82,7.56
2025-12-15T20:57:10.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,11.52,6.53,11.0,11.56,7.09,8.18
2025-12-15T20:57:11.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,12.16,13.56,12.06,8.35,8.03,9.1
2025-12-15T20:57:12.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,11.13,10.23,7.08,10.82,11.79,14.04
2025-12-15T20:57:13.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,10.29,11.36,7.85,8.03,7.99,13.11
2025-12-15T20:57:14.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,14.95,6.88,7.14,10.27,10.64,11.47
2025-12-15T20:57:15.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,12.3,11.64,15.08,10.95,11.83,11.46
2025-12-15T20:57:16.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,8.51,8.35,10.97,10.92,10.81,12.68
2025-12-15T20:57:17.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,9.05,9.44,8.91,11.4,6.57,13.33
2025-12-15T20:57:18.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,10.72,9.61,11.55,11.31,7.22,12.06
2025-12-15T20:57:19.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,8.27,6.11,10.0,9.97,11.06,11.71
2025-12-15T20:57:20.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,11.04,13.64,9.22,10.15,7.45,11.92
2025-12-15T20:57:21.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,9.22,12.26,8.55,9.7,8.24,8.78
2025-12-15T20:57:22.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,10.53,8.94,11.8,7.69,8.43,10.9
2025-12-15T20:57:23.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,10.11,11.92,11.6,10.13,12.77,10.66
2025-12-15T20:57:24.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,9.38,7.92,11.0,13.7,8.8,8.04
2025-12-15T20:57:25.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,8.39,9.19,9.14,9.3,9.55,8.54
2025-12-15T20:57:26.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,8.61,8.99,9.33,10.26,10.77,8.8
2025-12-15T20:57:27.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,12.47,10.67,9.32,11.96,4.95,7.26
2025-12-15T20:57:28.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,8.6,10.3,12.19,9.9,6.58,8.64
2025-12-15T20:57:29.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,12.41,12.17,9.52,13.44,7.64,11.17
2025-12-15T20:57:30.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,12.25,13.74,10.6,11.93,7.39,11.56
2025-12-15T20:57:31.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,10.02,12.88,7.89,8.34,10.71,7.94
2025-12-15T20:57:32.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,9.1,13.77,11.11,6.95,5.46,9.11
2025-12-15T20:57:33.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,14.35,7.74,12.57,13.54,6.87,11.07
2025-12-15T20:57:34.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,11.68,10.5,7.61,10.11,6.17,10.01
2025-12-15T20:57:35.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,11.79,7.69,10.0,8.68,9.3,6.26
2025-12-15T20:57:36.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,9.45,8.36,12.04,9.44,9.07,9.5
2025-12-15T20:57:37.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,13.18,12.54,10.65,5.13,10.0,13.66
2025-12-15T20:57:38.801963,Recipe_C,0e473c70-f5dd-4556-bcac-a92e092ba2bf,4,5.0,,,,10.75,9.46,10.64,7.32,12.95,8.19
